phonosyll	Error	ortho	phon	lemme	cgram	genre	nombre	freqlemfilms2	freqlemlivres	freqfilms2	freqlivres	infover	nbhomogr	nbhomoph	islem	nblettres	nbphons	cvcv	p_cvcv	voisorth	voisphon	puorth	puphon	syll	nbsyll	cv-cv	orthrenv	phonrenv	orthosyll	cgramortho	deflem	defobs	old20	pld20	morphoder	nbmorph
		nuit	n8i	nuit	NOM	f	s	586.54	738.24	557.56	672.36		2	5	1	4	3	CVVC	CYV	7	10	4	3	n8i	1	CYV	tiun	i8n	nuit	VER,NOM	94	19	1.5	1.25	nuit	1
		ni	ni	ni	CON			377.64	662.36	377.64	662.36		1	6	1	2	2	CV	CV	16	28	2	2	ni	1	CV	in	in	ni	CON			1	1	ni	1
		autre	otR	autre	PRO:ind		s	473.33	661.82	473.33	661.82		4	9	1	5	3	VVCCV	VCC	4	12	5	3	otR	1	VCC	ertua	Rto	au-tre	ADJ,ADV,NOM,PRO:ind			1.7	1	autre-:ind	2
		air	ER	air	NOM	m	s	485.18	690.81	473.5	661.01		1	15	1	3	2	VVC	VC	8	19	3	2	ER	1	VC	ria	RE	air	NOM			1.3	1	air	1
		trois	tRwa	trois	ADJ:num			380.8	660.34	380.8	660.34		1	1	1	5	4	CCVVC	CCYV	5	8	5	4	tRwa	1	CCYV	siort	awRt	trois	ADJ:num			1.65	1.45	trois-:num	2
		faut	fo	falloir	VER			1653.76	1250.41	1318.11	653.92	ind:pre:3s;	1	5	0	4	2	CVVC	CV	7	23	0	2	fo	1	CV	tuaf	of	faut	VER	91	23	1.4	1	falloir	1
		petit	p°ti	petit	ADJ	m	s	1106.8	1541.96	573.72	653.78		3	5	1	5	4	CVCVC	CVCV	1	5	5	4	p°-ti	2	CV-CV	titep	it°p	pe-tit	ADJ,ADV,NOM	100	19	1.8	1.7	petit	1
		avoir	avwaR	avoir	AUX			18559.22	12800.81	674.24	649.26	inf;	3	4	1	5	5	VCVVC	VCYVC	0	6	5	5	a-vwaR	2	V-CYVC	riova	Rawva	a-voir	AUX,NOM,VER			1.7	1.35	avoir	1
		coup	ku	coup	NOM	m	s	471.82	837.7	389.49	641.55		1	8	1	4	2	CVVC	CV	6	28	4	2	ku	1	CV	puoc	uk	coup	NOM	100	25	1.35	1	couper	1
		oui	wi	oui	ADV			3207.35	637.57	3207.35	637.57		1	7	1	3	2	VVV	YV	12	20	3	2	wi	1	YV	iuo	iw	oui	ADV			1.2	1	oui	1
		ai	E	avoir	VER			13572.4	6426.49	2475.78	619.05	ind:pre:1s;	2	15	0	2	1	VV	V	17	20	0	1	E	1	V	ia	E	ai	AUX,VER	93	16	1	1	avoir	1
		sais	sE	savoir	VER			4516.71	2003.58	2492.92	615.27	ind:pre:1s;ind:pre:2s;	2	4	0	4	2	CVVC	CV	22	29	4	2	sE	1	CV	sias	Es	sais	VER	100	20	1	1	savoir	1
		voix	vwa	voix	NOM	f		130.83	612.7	130.83	612.7		1	9	1	4	3	CVVC	CYV	6	18	4	3	vwa	1	CYV	xiov	awv	voix	NOM	100	20	1.7	1	voix	1
		moment	mom@	moment	NOM	m	s	433.59	688.24	403.25	611.62		1	3	1	6	4	CVCVCC	CVCV	1	10	6	4	mo-m@	2	CV-CV	tnemom	@mom	mo-ment	NOM	88	26	1.9	1.45	moment	1
		ans	@	an	NOM	m	p	866.58	685.81	718.17	609.05		1	7	0	3	1	VCC	V	4	20	0	1	@	1	V	sna	@	ans	NOM			1.05	1	an	1
		elles	El	elles	PRO:per	f	p	420.51	605.14	420.51	605.14		1	5	1	5	2	VCCVC	VC	1	16	5	2	El	1	VC	selle	lE	el-les	PRO:per			1.65	1	elles-:per	2
		toute	tut	tout	ADJ	f	s	2948.75	3171.35	441.79	602.84		3	6	0	5	3	CVVCV	CVC	9	22	5	3	tut	1	CVC	etuot	tut	tou-te	ADJ,ADJ:ind,PRO:ind	90	33	1.35	1	tout	1
		contre	k§tR	contre	PRE			313.71	591.15	313.71	591.15		3	6	1	6	4	CVCCCV	CVCC	8	11	6	4	k§tR	1	CVCC	ertnoc	Rt§k	con-tre	NOM,PRE,VER			1.35	1	contre	1
		suis	s8i	suivre	VER			2090.54	949.12	1819.44	583.92	imp:pre:2s;ind:pre:1s;	3	7	0	4	3	CVVC	CYV	17	16	0	3	s8i	1	CYV	sius	i8s	suis	VER,AUX	100	23	1	1	suivre	1
		nos	no	nos	ADJ:pos		p	524.63	579.19	524.63	579.19		1	1	1	3	2	CVC	CV	11	24	3	2	no	1	CV	son	on	nos	ADJ:pos			1.3	1	nos-:pos	2
		avant	av@	avant	PRE			529.51	574.32	529.51	574.32		4	6	1	5	3	VCVCC	VCV	4	17	5	3	a-v@	2	V-CV	tnava	@va	a-vant	ADJ,ADV,NOM,PRE			1.55	1	avant	1
		avais	avE	avoir	AUX			18559.22	12800.81	412.04	566.76	ind:imp:2s;	2	6	0	5	3	VCVVC	VCV	1	14	0	0	a-vE	2	V-CV	siava	Eva	a-vais	AUX,VER			1.65	1	avoir	1
		peu	p2	peu	ADV			250.97	563.58	250.97	563.58		2	5	1	3	2	CVV	CV	11	24	3	2	p2	1	CV	uep	2p	peu	ADV,NOM			1	1	peu	1
		suis	s8i	être	AUX			8074.24	6501.82	1272.28	560.47	ind:pre:1s;	3	7	0	4	3	CVVC	CYV	17	16	0	3	s8i	1	CYV	sius	i8s	suis	VER,AUX			1	1	être	1
		quelque	kElk	quelque	ADJ:ind		s	884.61	557.77	884.61	557.77		2	3	1	7	4	CVVCCVV	CVCC	0	1	7	4	kElk	1	CVCC	euqleuq	klEk	quel-que	ADJ:ind,ADV			2.7	1.8	quelque-:ind	2
		ont	§	avoir	AUX			18559.22	12800.81	1063.32	553.31	ind:pre:3p;	2	5	0	3	1	VCC	V	5	20	0	1	§	1	V	tno	§	ont	AUX,VER			1.3	1	avoir	1
		hommes	Om	homme	NOM	m	p	1123.55	1398.85	342.44	546.62		1	3	0	6	2	CVCCVC	VC	5	14	0	2	Om	1	VC	semmoh	mO	hom-mes	NOM	100	20	1.65	1	homme	1
		depuis	d°p8i	depuis	PRE			483.95	542.64	483.95	542.64		2	2	1	6	5	CVCVVC	CVCYV	0	0	3	3	d°-p8i	2	CV-CYV	siuped	i8p°d	de-puis	ADV,PRE			2.15	2.25	depuis	1
		s'	s	s'	CON			865.97	538.11	865.97	538.11		3	6	1	2	1	C'	C	8	20	2	1	s	1	C	's	s		NOM,CON,PRO:per			1.55	1	s'	1
		grand	gR@	grand	ADJ	m	s	638.72	1244.66	338.27	537.97		3	5	1	5	3	CCVCC	CCV	3	15	5	3	gR@	1	CCV	dnarg	@Rg	grand	ADJ,ADV,NOM	96	25	1.7	1	grand	1
		porte	pORt	porte	NOM	f	s	333.85	617.43	288.39	536.96		2	5	1	5	4	CVCCV	CVCC	13	11	5	4	pORt	1	CVCC	etrop	tROp	por-te	NOM,VER	95	23	1	1	porte	1
		toutes	tut	tout	ADJ	f	p	2948.75	3171.35	358.34	535.34		3	6	0	6	3	CVVCVC	CVC	5	22	6	3	tut	1	CVC	setuot	tut	tou-tes	ADJ,ADJ:ind,PRO:ind	90	33	1.55	1	tout	1
		étaient	etE	être	VER			32236.5	15085.47	197.09	534.19	ind:imp:3p;ind:pre:3p;sub:pre:3p;	2	9	0	7	3	VCVVVCC	VCV	3	14	0	3	e-tE	2	V-CV	tneiaté	Ete	é-taient	AUX,VER	100	19	1.75	1.05	être	1
		soir	swaR	soir	NOM	m	s	575.7	562.64	555.85	527.23		1	2	1	4	4	CVVC	CYVC	9	15	4	4	swaR	1	CYVC	rios	Raws	soir	NOM	94	18	1.4	1	soir	1
		faisait	f°zE	faire	VER			8813.48	5328.99	134.9	524.73	ind:imp:3s;	1	3	0	7	4	CVVCVVC	CVCV	5	4	0	0	f°-zE	2	CV-CV	tiasiaf	Ez°f	fai-sait	VER	100	19	1.75	1.75	faire	1
		avaient	avE	avoir	AUX			18559.22	12800.81	54.37	524.26	ind:imp:3p;	2	6	0	7	3	VCVVVCC	VCV	2	14	0	0	a-vE	2	V-CV	tneiava	Eva	a-vaient	AUX,VER			1.65	1	avoir	1
		jours	ZuR	jour	NOM	m	p	1061.92	1341.76	426.7	515.41		1	2	0	5	3	CVVCC	CVC	8	18	0	3	ZuR	1	CVC	sruoj	RuZ	jours	NOM	100	17	1.45	1	jour	1
		peut	p2	pouvoir	VER			5524.47	2659.8	1209.64	508.99	ind:pre:3s;	1	5	0	4	2	CVVC	CV	7	24	0	2	p2	1	CV	tuep	2p	peut	VER	95	21	1.4	1	pouvoir	1
		être	EtR	être	VER			32236.5	15085.47	1111.69	505.61	inf;;inf;;inf;;	3	8	1	4	3	VCCV	VCC	1	5	4	3	EtR	1	VCC	ertê	RtE	ê-tre	AUX,NOM,VER	100	19	1.85	1.3	être	1
		eux	2	eux	PRO:per	m	p	295.35	504.26	295.35	504.26		1	8	1	3	1	VVC	V	6	20	3	1	2	1	V	xue	2	eux	PRO:per			1.25	1	eux-:per	2
		cet	sEt	cet	ADJ:dem	m	s	499.91	497.5	499.91	497.5		1	6	1	3	3	CVC	CVC	9	32	3	3	sEt	1	CVC	tec	tEs	cet	ADJ:dem			1.4	1	cet-:dem	2
		côté	kote	côté	NOM	m	s	285.99	566.49	250.51	497.43		1	11	1	4	4	CVCV	CVCV	4	28	4	4	ko-te	2	CV-CV	étôc	etok	cô-té	NOM	100	20	1.7	1	côté	1
		maintenant	m5t°n@	maintenant	ADV			1028.86	496.76	1028.86	496.76		2	2	1	10	6	CVVCCVCVCC	CVCVCV	1	4	10	6	m5-t°-n@	3	CV-CV-CV	tnanetniam	@n°t5m	main-te-nant	ADV,VER			2.7		maintenant	1
		petite	p°tit	petit	ADJ	f	s	1106.8	1541.96	355.66	491.82		2	4	0	6	5	CVCVCV	CVCVC	1	0	0	0	p°-tit	2	CV-CVC	etitep	tit°p	pe-ti-te	ADJ,NOM	100	19	1.8	1.95	petit	1
		aurait	oRE	avoir	AUX			18559.22	12800.81	282.17	491.15	cnd:pre:3s;	2	9	0	6	3	VVCVVC	VCV	6	23	0	3	o-RE	2	V-CV	tiarua	ERo	au-rait	AUX,VER			1.55	1	avoir	1
		visage	vizaZ	visage	NOM	m	s	141.23	565	125.52	490.54		1	2	1	6	5	CVCVCV	CVCVC	2	3	6	5	vi-zaZ	2	CV-CVC	egasiv	Zaziv	vi-sa-ge	NOM	100	25	1.85	1.75	visage	1
		bras	bRa	bras	NOM	m		149.26	487.97	149.26	487.97		1	1	1	4	3	CCVC	CCV	8	21	4	3	bRa	1	CCV	sarb	aRb	bras	NOM	95	24	1.45	1	bras	1
		chaque	Sak	chaque	ADJ:ind		s	246.29	486.35	246.29	486.35		1	1	1	6	3	CCVCVV	CVC	5	21	4	3	Sak	1	CVC	euqahc	kaS	cha-que	ADJ:ind			1.65	1	chaque-:ind	2
		heures	9R	heure	NOM	f	p	709.79	924.05	294.39	484.19		1	6	0	6	2	CVVCVC	VC	2	10	0	2	9R	1	VC	serueh	R9	heu-res	NOM	100	26	1.75	1.05	heure	1
		ici	isi	ici	ADV			2411.21	483.58	2411.21	483.58		2	2	1	3	3	VCV	VCV	0	13	3	3	i-si	2	V-CV	ici	isi	i-ci	ADJ:num,ADV			1.95	1.25	ici	1
		corps	kOR	corps	NOM	m		250.15	480.34	250.15	480.34		1	3	1	5	3	CVCCC	CVC	2	26	5	3	kOR	1	CVC	sproc	ROk	corps	NOM	95	23	1.75	1	corps	1
		seul	s9l	seul	ADJ	m	s	891.45	915.27	461.2	478.58		2	8	1	4	3	CVVC	CVC	2	11	4	3	s9l	1	CVC	lues	l9s	seul	ADJ,NOM	95	23	1.7	1.4	seul	1
		dis	di	dire	VER			5946.15	4832.5	1025.78	477.36	imp:pre:2s;ind:pre:1s;ind:pre:1s;ind:pre:2s;ind:pas:1s;	1	9	0	3	2	CVC	CV	22	28	0	2	di	1	CV	sid	id	dis	VER	100	23	1	1	dire	1
		fit	fi	faire	VER			8813.48	5328.99	20.63	469.66	ind:pas:3s;	1	8	0	3	2	CVC	CV	21	27	0	2	fi	1	CV	tif	if	fit	VER	100	19	1	1	faire	1
		ainsi	5si	ainsi	ADV			207.68	469.46	207.68	469.46		1	1	1	5	3	VVCCV	VCV	0	7	5	3	5-si	2	V-CV	isnia	is5	ain-si	ADV			1.95	1.35	ainsi	1
		car	kaR	car	CON			237.2	469.32	237.2	469.32		2	12	1	3	3	CVC	CVC	12	40	3	3	kaR	1	CVC	rac	Rak	car	CON,NOM			1.1	1	car	1
		presque	pREsk	presque	ADV			181.81	465.54	181.81	465.54		1	1	1	7	5	CCVCCVV	CCVCC	1	7	7	5	pREsk	1	CCVCC	euqserp	ksERp	pres-que	ADV			2.25	1.6	presque	1
		maison	mEz§	maison	NOM		s	605.75	575.34	570.3	461.55		1	2	1	6	4	CVVCVC	CVCV	2	8	6	4	mE-z§	2	CV-CV	nosiam	§zEm	mai-son	NOM	93	30	1.85	1.6	maison	1
		beaucoup	boku	beaucoup	ADV			626	461.42	626	461.42		1	1	1	8	4	CVVVCVVC	CVCV	0	1	6	4	bo-ku	2	CV-CV	puocuaeb	ukob	beau-coup	ADV			3.95	1.95	beaucoup	1
		loin	lw5	loin	ADV			248.34	452.36	248.34	452.36		1	1	1	4	3	CVVC	CYV	5	13	4	3	lw5	1	CYV	niol	5wl	loin	ADV			1.55	1.25	loin	1
		toi	twa	toi	PRO:per		s	2519.5	450.34	2519.5	450.34		1	3	1	3	3	CVV	CYV	12	15	3	3	twa	1	CYV	iot	awt	toi	PRO:per			1.3	1	toi-:per	2
		pendant	p@d@	pendant	PRE			312.62	450.14	312.62	450.14		4	6	1	7	4	CVCCVCC	CVCV	9	17	6	4	p@-d@	2	CV-CV	tnadnep	@d@p	pen-dant	ADJ,NOM,PRE,VER			1.45	1	pendant	1
		rue	Ry	rue	NOM	f	s	157.81	562.97	127.35	449.53		2	7	1	3	2	CVV	CV	18	24	3	2	Ry	1	CV	eur	yR	rue	NOM,VER			1	1	rue	1
		donc	d§k	donc	CON			612.51	445.88	612.51	445.88		1	1	1	4	3	CVCC	CVC	5	8	4	3	d§k	1	CVC	cnod	k§d	donc	CON			1.55	1.45	donc	1
		pouvait	puvE	pouvoir	VER			5524.47	2659.8	108.02	445	ind:imp:3s;	1	3	0	7	4	CVVCVVC	CVCV	4	12	0	0	pu-vE	2	CV-CV	tiavuop	Evup	pou-vait	VER	95	21	1.75	1.35	pouvoir	1
		mains	m5	main	NOM	f	p	499.6	1229.39	212.97	440.68		1	4	0	5	2	CVVCC	CV	10	26	0	2	m5	1	CV	sniam	5m	mains	NOM	95	20	1.15	1	main	1
		enfin	@f5	enfin	ADV			265.83	440.27	265.83	440.27		1	1	1	5	3	VCCVC	VCV	1	8	5	3	@-f5	2	V-CV	nifne	5f@	en-fin	ADV			1.95	1.5	enfin	1
		heure	9R	heure	NOM	f	s	709.79	924.05	415.4	439.86		1	6	1	5	2	CVVCV	VC	3	10	5	2	9R	1	VC	erueh	R9	heu-re	NOM	100	26	1.65	1.05	heure	1
		place	plas	place	NOM	f	s	301.3	468.58	280.54	437.97		2	5	1	5	4	CCVCV	CCVC	6	13	5	4	plas	1	CCVC	ecalp	salp	pla-ce	NOM,VER	100	17	1.35	1	place	1
		eu	y	avoir	VER	m	s	13572.4	6426.49	668.39	436.76	par:pas;	2	16	0	2	1	VV	V	17	20	0	1	y	1	V	ue	y	eu	AUX,VER	93	16	1	1	avoir	1
		tant	t@	tant	ADV			380.34	436.42	380.34	436.42		1	8	1	4	2	CVCC	CV	8	27	4	2	t@	1	CV	tnat	@t	tant	ADV			1.35	1	tant	1
		tout	tu	tout	ADJ:ind	m	s	2948.75	3171.35	440.69	436.15		5	10	1	4	2	CVVC	CV	9	27	4	2	tu	1	CV	tuot	ut	tout	ADJ,ADJ:ind,ADV,NOM,PRO:ind			1.25	1	tout-:ind	2
		jeune	Z9n	jeune	ADJ		s	297.01	569.19	234.9	432.64		2	4	1	5	3	CVVCV	CVC	2	4	5	3	Z9n	1	CVC	enuej	n9Z	jeu-ne	ADJ,NOM	100	24	1.8	1.7	jeune	1
		votre	vOtR	votre	ADJ:pos			1894.09	427.91	1894.09	427.91		2	2	1	5	4	CVCCV	CVCC	6	5	4	4	vOtR	1	CVCC	ertov	RtOv	vo-tre	ADJ:pos,PRO:pos			1.65	1.5	votre-:pos	2
		terre	tER	terre	NOM	f	s	294.45	452.91	276.29	420.88		2	7	1	5	3	CVCCV	CVC	9	29	5	3	tER	1	CVC	erret	REt	ter-re	NOM,VER	100	12	1.25	1	terre	1
		assez	ase	assez	ADV			407.75	420.14	407.75	420.14		1	1	1	5	3	VCCVC	VCV	0	19	5	3	a-se	2	V-CV	zessa	esa	as-sez	ADV			1.7	1	assez	1
		eau	o	eau	NOM	f	s	305.74	459.86	290.61	417.84		1	16	1	3	1	VVV	V	4	20	3	1	o	1	V	uae	o	eau	NOM			1.45	1	eau	1
		fille	fij	fille	NOM	f	s	841.56	592.23	627.59	417.03		1	2	1	5	3	CVCCV	CVY	12	18	5	3	fij	1	CVY	ellif	jif	fil-le	NOM	100	20	1.25	1	fille	1
		leur	l9R	leur	PRO:per		p	283.82	427.5	277.53	415		2	9	1	4	3	CVVC	CVC	3	12	4	3	l9R	1	CVC	ruel	R9l	leur	PRO:per,PRO:pos			1.5	1	leur-:per	2
		l'	l	l'	LIA			0	412.57	0	412.57		4	8	1	2	1	C'	C	10	20	2	1	l	1	C	'l	l		NOM,ART:def,LIA,PRO:per			1.45	1	l'	1
		gens	Z@	gens	NOM		p	594.29	409.39	594.29	409.39		1	4	1	4	2	CVCC	CV	9	27	4	2	Z@	1	CV	sneg	@Z	gens	NOM	100	17	1.45	1	gens	1
		étais	etE	être	VER			32236.5	15085.47	649.35	403.11	ind:imp:1s;ind:imp:2s;	3	9	0	5	3	VCVVC	VCV	8	14	0	3	e-tE	2	V-CV	siaté	Ete	é-tais	NOM,AUX,VER	100	19	1.35	1.05	être	1
		mieux	mj2	mieux	ADV			651.73	398.38	651.73	398.38		2	2	1	5	3	CVVVC	CYV	6	8	5	3	mj2	1	CYV	xueim	2jm	mieux	ADV,NOM			1.65	1.5	mieux	1
		seulement	s9l°m@	seulement	ADV			279.25	397.97	279.25	397.97		1	2	1	9	6	CVVCVCVCC	CVCVCV	1	4	6	4	s9-l°-m@	3	CV-CV-CV	tnemelues	@m°l9s	seu-le-ment	ADV			2.15		seulement	1
		étaient	etE	être	AUX			8074.24	6501.82	55.3	393.85	ind:imp:3p;	2	9	0	7	3	VCVVVCC	VCV	3	14	0	3	e-tE	2	V-CV	tneiaté	Ete	é-taient	AUX,VER			1.75	1.05	être	1
		vu	vy	voir	VER	m	s	4119.43	2401.76	905.21	393.45	par:pas;	3	11	0	2	2	CV	CV	14	24	2	2	vy	1	CV	uv	yv	vu	VER,ADJ,NOM	94	19	1.05	1	voir	1
		peine	pEn	peine	NOM	f	s	199.75	399.53	193.42	388.24		2	8	1	5	3	CVVCV	CVC	8	26	5	3	pEn	1	CVC	eniep	nEp	pei-ne	NOM,VER	95	20	1.2	1	peine	1
		sont	s§	être	AUX			8074.24	6501.82	511.66	386.35	ind:pre:3p;	2	5	0	4	2	CVCC	CV	12	27	0	2	s§	1	CV	tnos	§s	sont	AUX,VER			1.25	1	être	1
		enfant	@f@	enfant	NOM		s	735.59	725.68	287.26	381.96		1	2	1	6	3	VCCVCC	VCV	2	8	6	3	@-f@	2	V-CV	tnafne	@f@	en-fant	NOM	100	21	1.65	1.35	enfant	1
		chambre	S@bR	chambre	NOM	f	s	288.64	413.31	263.93	380.07		2	5	1	7	4	CCVCCCV	CVCC	2	6	7	4	S@bR	1	CVCC	erbmahc	Rb@S	cham-bre	NOM,VER	100	11	1.65	1.4	chambre	1
		coeur	k9R	coeur	NOM	m	s	239.97	400.74	224.98	380.07		1	4	1	5	3	CVVVC	CVC	1	13	5	3	k9R	1	CVC	rueoc	R9k	coeur	NOM	100	31	1.75	1.2	coeur	1
		grande	gR@d	grand	ADJ	f	s	638.72	1244.66	198.25	378.65		2	4	0	6	4	CCVCCV	CCVC	6	5	0	0	gR@d	1	CCVC	ednarg	d@Rg	gran-de	ADJ,NOM	96	25	1.45	1.55	grand	1
		veux	v2	vouloir	VER			5249.3	1640.14	2486.93	377.97	ind:pre:1s;ind:pre:2s;	1	4	0	4	2	CVVC	CV	9	23	0	2	v2	1	CV	xuev	2v	veux	VER	94	17	1.25	1	vouloir	1
		matin	mat5	matin	NOM	m	s	275.01	396.76	265.03	376.89		1	5	1	5	4	CVCVC	CVCV	11	20	5	4	ma-t5	2	CV-CV	nitam	5tam	ma-tin	NOM	100	22	1.25	1	matin	1
		quoi	kwa	quoi	PRO:rel			923.03	380.07	904.12	376.89		4	6	1	4	3	CVVV	CYV	1	14	4	3	kwa	1	CYV	iouq	awk	quoi	ADJ,ONO,PRO:int,PRO:rel			1.9	1	quoi-:rel	2
		bon	b§	bon	ADJ	m	s	1554.44	789.66	836.29	376.28		4	8	1	3	2	CVC	CV	22	27	3	2	b§	1	CV	nob	§b	bon	ADJ,ADV,NOM,ONO			1	1	bon	1
		fond	f§	fond	NOM	m	s	110.07	376.15	110.07	376.15		2	6	1	4	2	CVCC	CV	7	26	4	2	f§	1	CV	dnof	§f	fond	NOM,VER	100	24	1.4	1	fond	1
		bout	bu	bout	NOM	m	s	128.33	398.11	121.12	375.68		2	6	1	4	2	CVVC	CV	10	28	4	2	bu	1	CV	tuob	ub	bout	VER,NOM	100	25	1.05	1	bout	1
		pourtant	puRt@	pourtant	ADV			95.8	375.68	95.8	375.68		1	1	1	8	5	CVVCCVCC	CVCCV	0	4	6	5	puR-t@	2	CVC-CV	tnatruop	@tRup	pour-tant	ADV			1.95	1.8	pourtant	1
		autres	otR	autres	PRO:ind		p	249.7	375.14	249.7	375.14		5	9	1	6	3	VVCCVC	VCC	4	12	6	3	otR	1	VCC	sertua	Rto	au-tres	ADJ,NOM,ADJ:num,ADV,PRO:ind			1.75	1	autres-:ind	2
		mort	mOR	mort	NOM			460.05	452.7	372.07	373.99		3	13	1	4	3	CVCC	CVC	11	25	4	3	mOR	1	CVC	trom	ROm	mort	ADJ,NOM,VER	100	30	1.25	1	mort	1
		amour	amuR	amour	NOM	m	s	458.27	403.92	450.46	373.58		1	2	1	5	4	VCVVC	VCVC	1	7	5	4	a-muR	2	V-CVC	ruoma	Ruma	a-mour	NOM	100	18	1.9	1.45	amour	1
		allait	alE	aller	VER			9992.77	2854.93	132.04	370.61	ind:imp:3s;	1	7	0	6	3	VCCVVC	VCV	2	26	0	0	a-lE	2	V-CV	tialla	Ela	al-lait	VER	100	17	1.65	1	aller	1
		dieu	dj2	dieu	NOM	m	s	903.41	396.49	852.91	368.51		1	2	1	4	3	CVVV	CYV	4	8	4	3	dj2	1	CYV	ueid	2jd	dieu	NOM	100	32	1.65	1.4	dieu	1
		aller	ale	aller	VER			9992.77	2854.93	816.76	368.04	inf;;inf;;inf;;	2	24	1	5	3	VCCVC	VCV	2	30	5	3	a-le	2	V-CV	rella	ela	al-ler	NOM,VER	100	17	1.5	1	aller	1
		comme	kOm	comme	ADV			577.64	365.68	577.64	365.68		2	3	1	5	3	CVCCV	CVC	9	19	5	3	kOm	1	CVC	emmoc	mOk	com-me	ADV,CON			1.5	1	comme	1
		choses	Soz	chose	NOM	f	p	1773.62	1057.64	451.83	362.43		2	3	0	6	3	CCVCVC	CVC	3	12	6	3	Soz	1	CVC	sesohc	zoS	cho-ses	NOM,VER	100	38	1.8	1.25	chose	1
		autour	otuR	autour	ADV			87.02	361.55	87.02	361.55		2	3	1	6	4	VVCVVC	VCVC	2	5	5	3	o-tuR	2	V-CVC	ruotua	Ruto	au-tour	ADV,NOM			1.75	1.6	autour	1
		regard	R°gaR	regard	NOM	m	s	61.35	423.18	52.39	354.93		1	2	1	6	5	CVCVCC	CVCVC	2	5	6	5	R°-gaR	2	CV-CVC	drager	Rag°R	re-gard	NOM	94	18	1.7	1.7	regard	1
		disait	dizE	dire	VER			5946.15	4832.5	94	352.3	ind:imp:3s;	1	3	0	6	4	CVCVVC	CVCV	8	12	0	0	di-zE	2	CV-CV	tiasid	Ezid	di-sait	VER	100	23	1.6	1.2	dire	1
		avais	avE	avoir	VER			13572.4	6426.49	373.32	351.96	ind:imp:1s;ind:imp:2s;	2	6	0	5	3	VCVVC	VCV	1	14	0	0	a-vE	2	V-CV	siava	Eva	a-vais	AUX,VER	93	16	1.65	1	avoir	1
		vite	vit	vite	ADV			491.64	351.89	491.64	351.89		2	2	1	4	3	CVCV	CVC	17	25	4	3	vit	1	CVC	etiv	tiv	vi-te	ADJ,ADV			1	1	vite	1
		mal	mal	mal	ADV			453.95	349.46	453.95	349.46		3	11	1	3	3	CVC	CVC	16	29	3	3	mal	1	CVC	lam	lam	mal	ADJ,ADV,NOM			1	1	mal	1
		derrière	dERjER	derrière	PRE			105.1	349.39	105.1	349.39		3	4	1	8	6	CVCCVVCV	CVCYVC	2	3	6	4	dE-RjER	2	CV-CYVC	erèirred	REjREd	der-riè-re	ADV,NOM,PRE			2.1	1.75	derrière	1
		pu	py	pouvoir	VER	m	s	5524.47	2659.8	366.22	349.32	par:pas;	1	9	0	2	2	CV	CV	18	25	0	2	py	1	CV	up	yp	pu	VER	95	21	1	1	pouvoir	1
		ailleurs	aj9R	ailleurs	ADV			128.74	346.35	128.74	346.35		1	1	1	8	4	VVCCVVCC	VYVC	1	9	6	4	a-j9R	2	V-YVC	sruellia	R9ja	ail-leurs	ADV			1.8	1.4	ailleurs	1
		tard	taR	tard	ADV			350.38	344.26	350.38	344.26		2	5	1	4	3	CVCC	CVC	12	36	4	3	taR	1	CVC	drat	Rat	tard	ADV,NOM			1.25	1	tard	1
		prendre	pR@dR	prendre	VER			1913.83	1466.42	465.77	344.05	inf;;inf;;inf;;	1	1	1	7	5	CCVCCCV	CCVCC	1	0	5	4	pR@dR	1	CCVCC	erdnerp	Rd@Rp	pren-dre	VER	95	24	1.75	1.6	prendre	1
		enfants	@f@	enfant	NOM	m	p	735.59	725.68	448.33	343.72		1	2	0	7	3	VCCVCCC	VCV	4	8	0	3	@-f@	2	V-CV	stnafne	@f@	en-fants	NOM	100	21	1.7	1.35	enfant	1
		sûr	syR	sûr	ADJ	m	s	943.56	412.97	801.64	343.51		1	11	1	3	3	CVC	CVC	5	23	3	3	syR	1	CVC	rûs	Rys	sûr	ADJ			1.65	1	sûr	1
		parler	paRle	parler	VER			1970.55	1086.01	728.02	341.82	inf;;inf;;inf;;inf;;	3	13	1	6	5	CVCCVC	CVCCV	4	8	6	5	paR-le	2	CVC-CV	relrap	elRap	par-ler	ADJ,NOM,VER	100	19	1.55	1.35	parler	1
		doute	dut	doute	NOM	m	s	108.18	350.07	97.51	341.35		2	5	1	5	3	CVVCV	CVC	14	20	5	3	dut	1	CVC	etuod	tud	dou-te	NOM,VER	86	15	1.05	1	douter	1
		table	tabl	table	NOM	f	s	118.37	379.8	111.44	341.08		2	4	1	5	4	CVCCV	CVCC	9	9	5	4	tabl	1	CVCC	elbat	lbat	ta-ble	NOM,VER	100	25	1.2	1	table	1
		que	k°	que	PRO:int			4100.9	3315.95	770.02	340.61		2	2	1	3	2	CVV	CV	14	18	3	2	k°	1	CV	euq	°k	que	PRO:int,PRO:rel			1.2		que-:int	2
		guerre	gER	guerre	NOM	f	s	221.65	354.59	212.82	338.65		1	3	1	6	3	CVVCCV	CVC	0	23	6	3	gER	1	CVC	erreug	REg	guer-re	NOM	100	27	1.95	1	guerre	1
		longtemps	l§t@	longtemps	ADV			290.36	335.54	290.36	335.54		1	1	1	9	4	CVCCCVCCC	CVCV	0	5	5	3	l§-t@	2	CV-CV	spmetgnol	@t§l	long-temps	ADV			3.7	1.75	longtemps	1
